id,vin,model,make,color,state
846,19UUA66294A412154,2012,Nissan,Khaki,Indiana
847,3C3CFFARXCT757852,1996,Honda,Mauv,California
848,2C3CDZBG9FH813040,1999,GMC,Indigo,District of Columbia
849,5FRYD3H91GB512145,1986,Honda,Green,California
850,3C63D3FL5CG514213,2010,Mercedes-Benz,Khaki,Georgia
851,WAUDG74F49N238371,2013,Nissan,Goldenrod,Minnesota
852,WAUKF98E37A706876,2010,Mitsubishi,Pink,South Carolina
853,1G6AK5S39D0002230,1985,Pontiac,Turquoise,Texas
854,JHMZF1C64ES298025,2005,Hyundai,Pink,California
855,1G6DM577980649302,2010,Jeep,Green,Arizona
856,WAUPL68E04A749421,1989,Land Rover,Crimson,District of Columbia
857,WAUSF78EX7A300811,1999,Daewoo,Aquamarine,Texas
858,SCBLC43F66C287513,2008,Aston Martin,Khaki,Louisiana
859,WDDGF4HB1DA624180,2010,Cadillac,Goldenrod,Tennessee
860,JHMFB4F25CS810932,1992,Volkswagen,Puce,Arizona
861,1GYS3KEF3BR205300,2002,Daewoo,Green,Massachusetts
862,WBANE73566C615616,2006,Subaru,Red,Tennessee
863,3GYFNAE35CS246554,1987,Buick,Puce,Texas
864,3C3CFFAR1FT289112,1991,Ford,Green,Colorado
865,SAJWA4FB8EL231534,2011,Suzuki,Violet,New Jersey
866,3D73Y4EL3AG309562,1994,Chevrolet,Crimson,Texas
867,JTEBU4BF2CK258160,2005,Buick,Blue,Virginia
868,JM1NC2PFXE0464441,2007,Nissan,Khaki,Missouri
869,WAUFGAFC6DN206880,2008,Cadillac,Red,Virginia
870,WAUCVAFR9CA510112,2008,Saab,Teal,Virginia
871,KMHGH4JF4BU637885,2007,Ford,Mauv,California
872,WBALM53529E332458,2012,Dodge,Red,California
873,JA32U2FU4FU414434,1997,Plymouth,Orange,Florida
874,5UXZV4C59D0499330,2004,Hyundai,Maroon,Utah
875,WAUDF78EX6A313839,1988,Lincoln,Fuscia,Oklahoma
876,2HNYD18664H913332,1998,Mercedes-Benz,Pink,Nevada
877,WBANU5C54AB781008,2006,Honda,Blue,Florida
878,JA4AP3AUXCZ129117,1995,Saturn,Indigo,Virginia
879,WBA3A9C53FK010912,2012,Mazda,Fuscia,North Carolina
880,WAUFGAFC1DN258479,1992,Ford,Blue,Massachusetts
881,WA1LMBFE4FD470916,1996,Dodge,Turquoise,Minnesota
882,WA1WKBFP9BA088106,2007,Dodge,Orange,Georgia
883,WBA3K5C58FK311780,1984,Mitsubishi,Goldenrod,California
884,4JGCB2FE8AA355995,2007,Bentley,Khaki,Maryland
885,1FTEX1CM2DK575813,2006,Chevrolet,Violet,Illinois
886,WAUBF78E88A588247,1997,Jeep,Yellow,Florida
887,WAUDF68E45A575669,1997,Geo,Puce,Pennsylvania
888,WAUDFAFC1CN899074,2003,Audi,Green,Ohio
889,3N1BC1AP8AL795842,2004,Dodge,Khaki,Illinois
890,3D73M4ELXBG169345,2005,Ford,Maroon,Virginia
891,SCFEBBAK6BG628488,1992,Chevrolet,Khaki,Louisiana
892,1N6BF0KM4FN318087,2001,GMC,Khaki,Texas
893,3VW1K7AJ5FM655207,2006,Nissan,Mauv,Missouri
894,3C63D3DL5CG264913,2002,Land Rover,Goldenrod,Florida
895,WBA3B9C50EJ648102,2010,Volkswagen,Orange,Indiana
896,1FMJK1F58AE718562,1964,Ford,Green,Delaware
897,SCFEDCAD9AG045641,1999,Chrysler,Maroon,Washington
898,JH4DC54892C788332,1989,Mercury,Yellow,New York
899,1C4RDHEG4DC971183,2008,Toyota,Violet,Virginia
900,1FTEW1CM1DF118101,2003,Mazda,Turquoise,New York
901,2G4WD582561559697,1993,Dodge,Turquoise,Ohio
902,KNADH4A38A6545188,2010,Hyundai,Goldenrod,Pennsylvania
903,3VWJX7AJ2AM501354,2002,Saturn,Turquoise,Pennsylvania
904,WAUFGAFC6FN816541,2010,Volkswagen,Green,Oregon
905,WBAEH73475C052248,2001,Toyota,Pink,Missouri
906,JN8AS5MT9BW714407,1990,Mercedes-Benz,Fuscia,Arizona
907,2FMPK3K94FB439921,2001,Land Rover,Orange,Massachusetts
908,WAUHE98P99A849235,1992,Chevrolet,Maroon,Missouri
909,5N1AT2ML9FC982433,2008,Chevrolet,Blue,Florida
910,WAUKG78E56A370292,2000,Chevrolet,Yellow,Louisiana
911,3VWC17AU0FM536437,2006,Subaru,Indigo,New York
912,1FMCU0F75FU864428,1999,Mazda,Maroon,Alabama
913,1FTNF1E80AK894058,2001,Dodge,Indigo,Florida
914,WAULFAFRXEA083684,1997,Honda,Purple,Idaho
915,SCFBB04B47G200722,2001,Mercury,Crimson,Pennsylvania
916,1G6AG5RX0E0932402,2011,Buick,Aquamarine,California
917,1G6DW677470338066,2007,BMW,Indigo,California
918,WAUHFBFL3AN325404,1970,Dodge,Violet,Texas
919,WAUHE98P49A133388,1997,Mitsubishi,Blue,California
920,4USBT53474L695085,2011,Nissan,Teal,Florida
921,WBAFU7C58CD187836,1993,Oldsmobile,Goldenrod,Arizona
922,2C3CCAEGXEH424504,2004,Toyota,Fuscia,Colorado
923,WAUHF78P77A450337,1993,Jeep,Green,South Dakota
924,19VDE1F39EE230363,1993,Jeep,Khaki,Texas
925,KMHTC6AD9FU349261,2010,GMC,Pink,Maryland
926,JN1AZ4EH2DM131335,2009,Honda,Violet,Michigan
927,WBABD33416P519911,2011,Cadillac,Puce,California
928,JTEBU5JR5E5083664,1989,Ford,Goldenrod,Minnesota
929,3N1CE2CP6FL772049,1995,Ford,Yellow,Michigan
930,1FTEW1CW6AK210244,2009,Infiniti,Teal,Maryland
931,JM1NC2MF0D0470431,1993,GMC,Goldenrod,Kansas
932,3D7JV1EP8AG645337,2010,BMW,Goldenrod,Illinois
933,WAU3GAFR3EA231641,2003,Volvo,Turquoise,Washington
934,2G4GN5EK4C9034777,1999,Acura,Maroon,New York
935,WAU2GAFCXEN215677,2003,GMC,Blue,Washington
936,SCBFT7ZA0FC941514,1996,Ford,Indigo,Florida
937,JTDZN3EU6FJ171960,1985,Mitsubishi,Crimson,Delaware
938,2G4GV5EV8B9130050,2008,Acura,Puce,South Carolina
939,1G6D25EY7B0502890,2005,Nissan,Red,Kentucky
940,5FRYD4H48EB848186,2012,Honda,Crimson,North Carolina
941,2C3CDXJG2FH967580,2009,Audi,Yellow,Virginia
942,1GYUCJEFXAR963961,2004,Audi,Purple,Nevada
943,4USFE835X7L890897,2006,Suzuki,Fuscia,Florida
944,1FMJK1H58CE533430,2003,Subaru,Turquoise,Kansas
945,KL4CJDSB7DB828888,2001,Chevrolet,Goldenrod,Florida
946,WBA3B1G58FN129420,2012,Toyota,Crimson,New York
947,5FRYD4H98GB042119,1993,Chevrolet,Blue,California
948,JN1AZ4EH8BM260418,1992,Nissan,Violet,California
949,JTHBW1GG9F2588055,2007,Ferrari,Violet,Oklahoma
950,1G6DM8ED3B0704618,1985,Mercedes-Benz,Pink,California
951,4USBU53528L633430,2001,Ford,Orange,California
952,WBAUP73519V939037,1994,GMC,Purple,Washington
953,1G6DL5EG4A0454753,2005,Dodge,Aquamarine,New York
954,WBA3T7C51FP649405,2010,Lexus,Khaki,Louisiana
955,5UXFE4C53AL183953,2012,Chevrolet,Yellow,North Carolina
956,1FTSW2B55AE798900,2012,Dodge,Orange,Tennessee
957,WBANU535X9B420880,2004,Lotus,Teal,Texas
958,KMHTC6AD0CU539963,1994,Nissan,Indigo,Louisiana
959,4T1BF3EK9AU875795,1985,Subaru,Maroon,Missouri
960,KL4CJESB8DB498572,2007,Chevrolet,Maroon,Kentucky
961,WVGEF9BP2FD978466,1998,Honda,Teal,Illinois
962,5TDBK3EH0CS952825,2007,Toyota,Red,Louisiana
963,1G4HP54K62U165680,1992,Mitsubishi,Khaki,Texas
964,WAUJC58E24A013399,2012,Toyota,Maroon,South Carolina
965,1FT7W2A67EE731897,2011,MINI,Turquoise,Idaho
966,JHMZE2H38CS660894,1998,GMC,Orange,Ohio
967,WVWGD7AJXEW458250,2003,BMW,Maroon,Indiana
968,WBADN53433G393788,1994,Acura,Orange,California
969,3D73Y4HL9AG931028,1993,Ford,Turquoise,Georgia
970,2C3CDZAG7FH840593,2012,Kia,Red,Maryland
971,WA1AV74L49D853083,1989,Buick,Purple,New York
972,SCFFBCBD6BG945598,2011,Mercedes-Benz,Fuscia,Texas
973,WBAYG6C50FD961320,1998,Infiniti,Red,Missouri
974,TRUTX28N921479588,1979,Ford,Indigo,South Carolina
975,WBABV13465J913018,1999,Toyota,Khaki,Illinois
976,4T1BK1EB2EU734508,1987,Mazda,Fuscia,Illinois
977,JHMFB4F20CS155918,1992,Chevrolet,Indigo,North Dakota
978,1D4PT4GK7AW683949,2004,Audi,Blue,Michigan
979,2T1BU4EE5BC562168,2003,Ford,Yellow,Texas
980,WAUKD98P26A114701,2008,Maybach,Mauv,Tennessee
981,1D4PU7GXXBW514410,2010,Ford,Blue,Ohio
982,WBAFR1C56BC876342,1986,Ford,Blue,Arizona
983,1G6AK5S32F0438274,2009,Hyundai,Crimson,California
984,WAUBFAFLXCA171560,2000,Mitsubishi,Green,Minnesota
985,WAUGL98E25A616629,2012,Suzuki,Purple,Kansas
986,19UUA66254A932514,2007,Suzuki,Aquamarine,Michigan
987,5N1AN0NW5DN046642,2007,Hyundai,Pink,California
988,JN8AZ1MU4CW317864,2000,Mercury,Green,Missouri
989,WBAGL83505D520739,1974,Pontiac,Teal,Illinois
990,KMHFG4JG8DA906109,2003,Subaru,Crimson,Oklahoma
991,KNDPB3A23C7952271,1983,Mercedes-Benz,Orange,Alabama
992,WAUDF48H27A556037,1991,Porsche,Crimson,Washington
993,WA19FAFL9DA569680,2011,Infiniti,Goldenrod,Colorado
994,SCBFH7ZA9FC486731,2004,Buick,Mauv,Kentucky
995,1G6DK5EV0A0475990,2004,Lincoln,Mauv,New York
996,WAUBFCFL7CN752521,1999,Pontiac,Pink,New York
997,WAUEFBFL7AN091626,2000,Mercury,Fuscia,Minnesota
998,KMHGH4JH6EU422403,2005,Mercedes-Benz,Khaki,Connecticut
999,WBAHN03566D466137,2004,Nissan,Violet,Wisconsin
1000,JTMHY7AJXB4248263,2009,Dodge,Green,District of Columbia
